	drug_id	drug_name	drug_status
2862	DB03466	BMS184394	experimental
2863	DB03467	Naringenin	experimental
2864	DB03468	1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide	experimental
2865	DB03469	Heme D	experimental
2866	DB03470	Trypanothione	experimental
2867	DB03471	6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid	experimental
2868	DB03472	Cyclohexyl-Hexyl-Beta-D-Maltoside	experimental
2869	DB03473	N5-Methylglutamine	experimental
2870	DB03475	1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One	experimental
2871	DB03476	Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine	experimental
2872	DB03477	1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	experimental
2873	DB03478	2'-O-Acetyl Adenosine-5-Diphosphoribose	experimental
2874	DB03479	8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	experimental
2875	DB03480	Brequinar Analog	experimental
2876	DB03481	5,10-Dimethylene Tetrahydromethanopterin	experimental
2877	DB03482	8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide	experimental
2878	DB03483	4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid	experimental
2879	DB03484	L-Alpha-Glycerophosphorylethanolamine	experimental
2880	DB03485	Alpha-D-Fucose	experimental
2881	DB03486	Phosphomethylphosphonic Acid Guanosyl Ester	experimental
2882	DB03487	3-Aminosuccinimide	experimental
2883	DB03488	Uridine-5'-diphosphate-2-deoxy-2-fluoro-alpha-D-galactose	experimental
2884	DB03489	2-Keto-3-Deoxygluconate	experimental
2885	DB03490	3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	experimental
2886	DB03491	2'-Deoxyguanosine-5'-Diphosphate	experimental
2887	DB03492	lambda-bis(2,2'-bipyridine)imidazole osmium (II)	experimental
2888	DB03493	7-Methylguanosine	experimental
2889	DB03495	4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose	experimental
2890	DB03496	Alvocidib	experimental, investigational
2891	DB03498	Mercaptomethyl Phosphonate	experimental
2892	DB03499	Malate Ion	experimental
2893	DB03500	Tricosanoic Acid	experimental
2894	DB03501	Galactose-uridine-5'-diphosphate	experimental
2895	DB03502	(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate	experimental
2896	DB03503	4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid	experimental
2897	DB03504	9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine	experimental
2898	DB03505	2,6-Diaminoquinazolin-4(3h)-One	experimental
2899	DB03506	9-Deazaadenine	experimental
2900	DB03507	6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One	experimental
2901	DB03509	2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	experimental
2902	DB03510	6-O-Phosphoryl Inosine Monophosphate	experimental
2903	DB03512	Uridine-2',3'-Vanadate	experimental
2904	DB03515	Equilenin	experimental
2905	DB03516	Eniluracil	investigational
2906	DB03517	[Methylthio]Acetate	experimental
2907	DB03518	Mevalonic acid	experimental
2908	DB03522	Aspartic Acid-4-Carboxymethyl Ester	experimental
2909	DB03523	Brequinar	experimental
2910	DB03524	N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide	experimental
2911	DB03525	RU79073	experimental
2912	DB03526	AL5927	experimental
2913	DB03528	9-Beta-D-Xylofuranosyl-Adenine	experimental
2914	DB03530	Acylated Ceftazidime	experimental
2915	DB03531	Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone	experimental
2916	DB03532	Phosphomethylphosphonic Acid Guanylate Ester	experimental
2917	DB03533	Glycoluril	experimental
2918	DB03534	3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide	experimental
2919	DB03535	Z-Pro-Prolinal	experimental
2920	DB03536	Benzoyl-Arginine-Alanine-Methyl Ketone	experimental
2921	DB03539	2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	experimental
2922	DB03540	Norcamphor	experimental
2923	DB03541	10-Propargyl-5,8-Dideazafolic Acid	experimental
2924	DB03542	L-Myo-Inositol-1-Phosphate	experimental
2925	DB03543	1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	experimental
2926	DB03544	S-Phosphocysteine	experimental
2927	DB03546	N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic acid	experimental
2928	DB03548	3-deoxy-α-D-manno-oct-2-ulopyranosonic acid	experimental
2929	DB03549	Biotinyl P-Nitroaniline	experimental
2930	DB03551	(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium	experimental
2931	DB03552	3-Tyrosine	experimental
2932	DB03553	Glutaric Acid	experimental
2933	DB03554	5-Iodouracil	experimental
2934	DB03555	CRA_11092	experimental
2935	DB03556	2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	experimental
2936	DB03557	N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid	experimental
2937	DB03558	Sp-876	experimental
2938	DB03559	Cyclohexylformamide	experimental
2939	DB03562	Tetrahydrodeoxyuridine	experimental
2940	DB03564	(4r)-2-Methylpentane-2,4-Diol	experimental
2941	DB03565	1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	experimental
2942	DB03566	Spermidine	experimental
2943	DB03568	Butyric Acid	experimental, investigational
2944	DB03569	4,5-Dehydro-L-Iduronic Acid	experimental
2945	DB03570	Tris-Hydroxymethyl-Methyl-Ammonium	experimental
2946	DB03571	3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide	experimental
2947	DB03572	FR230513	experimental
2948	DB03573	WRR-99	experimental
2949	DB03574	Ferricrocin-Iron	experimental
2950	DB03575	Phencyclidine	illicit
2951	DB03576	N-Pyridoxyl-Threonine-5-Monophosphate	experimental
2952	DB03577	Alpha-Benzyl-Aminobenzyl-Phosphonic Acid	experimental
2953	DB03581	Glucose-6-Phosphate	experimental
2954	DB03582	N~2~-Succinylornithine	experimental
2955	DB03583	(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One	experimental
2956	DB03584	4-Thio-beta-D-glucopyranose	experimental
2957	DB03585	Oxyphenbutazone	approved, withdrawn
2958	DB03586	(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate	experimental
2959	DB03587	Pyruvaldehyde	experimental
2960	DB03588	Diphenylacetic Acid	experimental
2961	DB03589	Alpha-Ketomalonic Acid	experimental
2962	DB03590	2,6-Diaminopimelic Acid	experimental
2963	DB03591	RU82209	experimental
2964	DB03592	Pterin-6-Yl-Methyl-Monophosphate	experimental
2965	DB03593	N7-Methyl-Guanosine-5'-Monophosphate	experimental
2966	DB03594	1,2,4-Triazole	experimental
2967	DB03595	CRA_9785	experimental
2968	DB03596	N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	experimental
2969	DB03597	Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine	experimental
2970	DB03598	Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	experimental
2971	DB03600	Capric acid	experimental
2972	DB03602	S-Benzyl-Glutathione	experimental
2973	DB03603	Glucaric acid	experimental
2974	DB03604	Tiratricol	investigational
2975	DB03605	(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid	experimental
2976	DB03606	(S)-Rolipram	experimental
2977	DB03607	[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron	experimental
2978	DB03608	Diminazene	experimental
2979	DB03609	3-Deoxyguanosine	experimental
2980	DB03611	L-2-amino-4-methoxy-cis-but-3-enoic acid	experimental
2981	DB03612	3-Hydroxybutyryl-Coenzyme A	experimental
2982	DB03613	4-Hydroxyphenacyl Coenzyme A	experimental
2983	DB03614	Methylcobalamin	approved, experimental, investigational
2984	DB03615	Ribostamycin	approved, experimental
2985	DB03616	Kabiramide C	experimental
2986	DB03619	Deoxycholic Acid	approved
2987	DB03621	L-709,587	experimental
2988	DB03622	2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione	experimental
2989	DB03623	9-(4-Hydroxyphenyl)-2,7-Phenanthroline	experimental
2990	DB03624	7-(Carboxyamino)-8-Amino-Nonanoic Acid	experimental
2991	DB03626	5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione	experimental
2992	DB03627	Adamantane	experimental
2993	DB03628	ISO24	experimental
2994	DB03629	Pyridoxal-5'-Phosphate-N-Oxide	experimental
2995	DB03631	3-(4-Hydroxy-3-Imino-6-Oxo-Cyclohexa-1,4-Dienyl)-Alanine	experimental
2996	DB03632	Argifin	experimental
2997	DB03633	Lpc-Ether	experimental
2998	DB03635	Ethanesulfonic Acid	experimental
2999	DB03636	Glycinamid	experimental
3000	DB03637	Guanidine-3-Propanol	experimental
3001	DB03639	1-Guanidinium-7-Aminoheptane	experimental
3002	DB03640	Beta-Hydroxyaspartic Acid	experimental
3003	DB03641	2'-deoxyuridine 5'-alpha,beta-imido-diphosphate	experimental
3004	DB03642	Benzofuran-2-Carboxylic Acid {(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide	experimental
3005	DB03643	CRA_1144	experimental
3006	DB03644	3-hydroxyanthranilic acid	experimental
3007	DB03645	Phosphonoacetohydroxamic Acid	experimental
3008	DB03647	3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid	experimental
3009	DB03648	2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide	experimental
3010	DB03649	[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate	experimental
3011	DB03650	(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One	experimental
3012	DB03651	Picric acid	experimental
3013	DB03652	beta-D-Galactopyranuronic acid	experimental
3014	DB03654	S,S-Propylthiocysteine	experimental
3015	DB03657	1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose	experimental
3016	DB03658	2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid	experimental
3017	DB03659	Butylamine	experimental
3018	DB03660	4-Iodo-L-phenylalanine	experimental
3019	DB03661	Cysteinesulfonic Acid	experimental
3020	DB03662	Vitamin B6 Complexed with 2-Amino-Pentanoic Acid	experimental
3021	DB03663	1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol	experimental
3022	DB03664	UP5	experimental
3023	DB03666	3'-Azido-3'-Deoxythymidine-5'-Monophosphate	experimental
3024	DB03667	Acetic Acid Salicyloyl-Amino-Ester	experimental
3025	DB03668	1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid	experimental
3026	DB03669	4-Fluorophenethyl Alcohol	experimental
3027	DB03670	2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid	experimental
3028	DB03672	9-N-Phenylmethylamino-Tacrine	experimental
3029	DB03673	Beta(2-Thienyl)Alanine	experimental
3030	DB03676	Cystein-S-Yl Cacodylate	experimental
3031	DB03677	N-Cyclohexyl-N'-Decylurea	experimental
3032	DB03679	2-Hydroxy-Tryptophan	experimental
3033	DB03680	Tartronate	experimental
3034	DB03683	2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid	experimental
3035	DB03685	Uridine monophosphate	experimental
3036	DB03686	S-(P-Nitrobenzyl)Glutathione	experimental
3037	DB03687	4-Diphosphocytidyl-2-C-Methyl-D-Erythritol	experimental
3038	DB03688	3-Hydroxy-Propanoic Acid	experimental
3039	DB03690	(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide	experimental
3040	DB03691	WRR-112	experimental
3041	DB03692	1-Hexadecanosulfonyl-O-L-Serine	experimental
3042	DB03693	N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide	experimental
3043	DB03695	Piritrexim	investigational
3044	DB03696	Lanosterol	experimental
3045	DB03697	4-Sulfonamide-[1-(4-Aminobutane)]Benzamide	experimental
3046	DB03698	5-Mercaptoethanol-2-Decenoyl-Coenzyme A	experimental
3047	DB03699	Succinyl-Coenzyme A	experimental
3048	DB03700	D-Threonine	experimental
3049	DB03701	Vanoxerine	investigational
3050	DB03702	2-[4-[[(S)-1-[[(S)-2-[[(Rs)-3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl]Aminocarbonyl]Pyrrolidin-1-Yl-]Carbonyl]-2-Methylpropyl]Aminocarbonyl]Benzoylamino]Acetic Acid	experimental
3051	DB03703	Cyclohexanol	experimental
3052	DB03704	12-Hydroxydodecanoic Acid	experimental
3053	DB03705	6-Methylamino-5-Nitroisocytosine	experimental
3054	DB03706	1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane	experimental
3055	DB03707	S-Ethyl-N-Phenyl-Isothiourea	experimental
3056	DB03708	Adenosine 5'-phosphosulfate	experimental, investigational
3057	DB03709	Bicine	experimental
3058	DB03710	N5-(1-Imino-3-Butenyl)-L-Ornithine	experimental
3059	DB03711	6-Hydroxy-6-Methyl-Heptan-3-One	experimental
3060	DB03712	RU85053	experimental
3061	DB03714	4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid	experimental
3062	DB03716	5'-Fluoro-5'-Deoxyadenosine	experimental
3063	DB03717	3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One	experimental
3064	DB03719	N-Ethyl-5'-Carboxamido Adenosine	experimental
3065	DB03721	N-acetyl-alpha-neuraminic acid	experimental
3066	DB03722	3,4-Dihydro-5-Methyl-Isoquinolinone	experimental
3067	DB03723	2'-Deoxy-Thymidine-Beta-L-Rhamnose	experimental
3068	DB03725	Phosphomethylphosphonic Acid-Guanylate Ester	experimental
3069	DB03726	Purine Riboside-5'-Monophosphate	experimental
3070	DB03727	Coproporphyrin I	experimental
3071	DB03728	p-Chlorobenzoic acid	experimental
3072	DB03729	2-Amino-5-Hydroxy-Benzimidazole	experimental
3073	DB03730	3,9-Dimethyladenine	experimental
3074	DB03731	S-2-(Boronoethyl)-L-Cysteine	experimental
3075	DB03732	Etheno-Nadp	experimental
3076	DB03733	Ethylene Dichloride	experimental
3077	DB03734	Xylarohydroxamate	experimental
3078	DB03735	9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine	experimental
3079	DB03736	2-Cyclopropylmethylenepropanal	experimental
3080	DB03737	4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One	experimental
3081	DB03738	Pantothenoylaminoethenethiol	experimental
3082	DB03739	3-Hydroxyimino Quinic Acid	experimental
3083	DB03740	N-acetyl-alpha-D-glucosamine	experimental
3084	DB03741	2-Methylbutanoic Acid	experimental
3085	DB03742	Compound 4-D	experimental
3086	DB03744	Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate	experimental
3087	DB03745	Arabinose-5-phosphate	experimental
3088	DB03746	3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate	experimental
3089	DB03747	3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol	experimental
3090	DB03748	Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester	experimental
3091	DB03749	4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole	experimental
3092	DB03750	Isovaleric Acid	experimental
3093	DB03751	2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose	experimental
3094	DB03752	P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid	experimental
3095	DB03753	Flurbiprofen Methyl Ester	experimental
3096	DB03754	Tromethamine	approved
3097	DB03755	Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate	experimental
3098	DB03756	Doconexent	approved, investigational
3099	DB03757	(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine	experimental
3100	DB03758	Radicicol	experimental
3101	DB03759	FG-9041	experimental
3102	DB03760	Dihydrolipoic Acid	experimental
3103	DB03761	5-Fluoro-2'-Deoxyuridine-5'-Monophosphate	experimental
3104	DB03763	5-Methyl-2'-Deoxypseudouridine	experimental
3105	DB03765	2'-cytidylic acid	experimental
3106	DB03766	Propanoic acid	approved, vet_approved
3107	DB03767	Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide	experimental
3108	DB03768	N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3	experimental
3109	DB03769	D-Eritadenine	experimental
3110	DB03771	Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine	experimental
3111	DB03772	2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol	experimental
3112	DB03773	alpha-D-quinovopyranose	experimental
3113	DB03775	D-Dethiobiotin	experimental
3114	DB03777	Rbt205 Inhibitor	experimental
3115	DB03779	Glucosaminyl-(Alpha-6)-D-Myo-Inositol	experimental
3116	DB03780	2-Aminoquinazolin-4(3h)-One	experimental
3117	DB03781	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	experimental
3118	DB03782	N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea	experimental
3119	DB03783	Phenacetin	withdrawn
3120	DB03784	Elaidoylamide	experimental
3121	DB03785	(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid	experimental
3122	DB03787	[5-hydroxy-6-methyl-4-({[(4E)-3-oxo-1,2-oxazolidin-4-ylidene]amino}methyl)pyridin-3-yl]methyl dihydrogen phosphate	experimental
3123	DB03788	GC-24	experimental
3124	DB03790	S-Dioxymethionine	experimental
3125	DB03791	(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid	experimental
3126	DB03792	5-Amino-1h-Pyrimidine-2,4-Dione	experimental
3127	DB03793	Benzoic Acid	approved, investigational
3128	DB03795	2-Dehydropantoate	experimental
3129	DB03796	Palmitic Acid	approved
3130	DB03798	2'-Deoxycytidine-5'-Monophosphate	experimental
3131	DB03799	Trifluoromethionine	experimental
3132	DB03800	Deoxyuridine monophosphate	experimental
3133	DB03801	Lysine Nz-Carboxylic Acid	experimental
3134	DB03802	1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	experimental
3135	DB03803	Inhibitor Msa367	experimental
3136	DB03804	5-Bromothienyldeoxyuridine	experimental
3137	DB03807	1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	experimental
3138	DB03808	Hexamidine	experimental
3139	DB03809	9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine	experimental
3140	DB03811	Histidinol	experimental
3141	DB03812	3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate	experimental
3142	DB03813	2-Decenoyl N-Acetyl Cysteamine	experimental
3143	DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	experimental
3144	DB03815	Fucitol	experimental
3145	DB03816	Difluoromethionine	experimental
3146	DB03817	L-2,4-diaminobutyric acid	experimental
3147	DB03818	N-[Tosyl-D-Prolinyl]Amino-Ethanethiol	experimental
3148	DB03820	(2s,5r,6r)-6-{[(6r)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-3,3-Dimethyl-7-Oxo-4-Thia-1-Azabicyclo[3.2.0]Heptane-2-Carboxylate	experimental
3149	DB03821	2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid	experimental
3150	DB03822	Ethyl Dihydrogen Phosphate	experimental
3151	DB03824	7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	experimental
3152	DB03825	Rhodamine 6G	experimental
3153	DB03827	(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine	experimental
3154	DB03828	RU78299	experimental
3155	DB03830	Phosphorylated Dihydropteroate	experimental
3156	DB03832	3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium	experimental
3157	DB03833	2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole	experimental
3158	DB03834	(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine	experimental
3159	DB03835	N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide	experimental
3160	DB03836	1,3,5-Trichloro-Benzene	experimental
3161	DB03837	Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	experimental
3162	DB03840	Tetra(Imidazole)Diaquacopper (Ii)	experimental
3163	DB03841	Y-700	experimental
3164	DB03842	2-Chloro-6-Methyl-Aniline	experimental
3165	DB03843	Formaldehyde	approved, vet_approved
3166	DB03844	N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide	experimental
3167	DB03845	P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate	experimental
3168	DB03846	5-Hydroxymethyluridine-2'-Deoxy-5'-Monophosphate	experimental
3169	DB03847	Gamma-Carboxy-Glutamic Acid	experimental
3170	DB03848	Benzenesulfinic acid	experimental
3171	DB03849	Cilomilast	investigational
3172	DB03850	Jaspisamide A	experimental
3173	DB03854	Pentane-1,5-Diamine	experimental
3174	DB03855	L-Threonohydroxamate 4-Phosphate	experimental
3175	DB03856	L-Eflornithine	experimental, investigational
3176	DB03857	1,4-dithio-beta-D-glucopyranose	experimental
3177	DB03859	1-Thio-Beta-D-Glucopyranose	experimental
3178	DB03860	N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide	experimental
3179	DB03861	(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium	experimental
3180	DB03862	Tetrahydrooxazine	experimental
3181	DB03863	2-O-methyl fucose	experimental
3182	DB03864	Monothioglycerol	experimental
3183	DB03865	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	experimental
3184	DB03866	Prostaglandin G2	experimental
3185	DB03867	Meta-Nitro-Tyrosine	experimental
3186	DB03868	3-Dehydroquinic Acid	experimental
3187	DB03869	5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine	experimental
3188	DB03870	Ara-Alpha(1,3)-Xyl	experimental
3189	DB03871	lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)	experimental
3190	DB03874	(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine	experimental
3191	DB03876	Thieno[2,3-B]Pyridine-2-Carboxamidine	experimental
3192	DB03877	AL4623	experimental
3193	DB03878	N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	experimental
3194	DB03879	alpha-L-methyl-fucose	experimental
3195	DB03880	Batimastat	experimental
3196	DB03881	(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium	experimental
3197	DB03882	5-Alpha-Androstane-3-Beta,17beta-Diol	experimental
3198	DB03884	Phenylpyruvic acid	experimental
3199	DB03886	Biopterin	experimental
3200	DB03887	Alpha-Adenosine Monophosphate	experimental
3201	DB03888	N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine	experimental
3202	DB03889	S-(N-Hydroxy-N-Bromophenylcarbamoyl)Glutathione	experimental
