mondo_id	label	icd10
0012421	autosomal recessive nonsyndromic deafness 44	[H90.3]
0012420	autosomal recessive nonsyndromic deafness 49	[H90.3]
0013758	Charcot-Marie-Tooth disease dominant intermediate E	[G60.0]
0012426	immunodeficiency 25	[]
0013757	congenital nongoitrous hypothryoidism 6	[E03.1]
0012429	Aicardi-Goutieres syndrome 2	[]
0024412	Peptostreptococcus infectious disease	[]
0001751	cholestasis	[K83.1]
0011102	autosomal dominant nonsyndromic deafness 12	[H90.3]
0012434	arrhythmogenic right ventricular dysplasia 10	[I42.8]
0013764	Joubert syndrome 16	[]
0012433	Senior-Loken syndrome 6	[]
0011103	autosomal dominant nonsyndromic deafness 3A	[H90.3]
0011104	cataract 3 multiple types	[Q12.0]
0012436	neonatal diabetes mellitus with congenital hypothyroidism	[]
0013767	autoimmune lymphoproliferative syndrome type 4	[D72.8]
0012435	3-methylglutaconic aciduria type 5	[E71.1]
0013766	familial cold autoinflammatory syndrome 3	[L50.2]
0012430	cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2	[]
0013761	childhood encephalopathy due to thiamine pyrophosphokinase deficiency	[]
0013760	congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome	[Q80.8]
0012432	Joubert syndrome 5	[]
0013762	lipoic acid synthetase deficiency	[E88.8]
0013725	colorectal cancer, hereditary nonpolyposis, type 7	[]
0013726	lethal encephalopathy due to mitochondrial and peroxisomal fission defect	[G31.8]
0000455	cone dystrophy	[H35.5]
0000451	primary progressive multiple sclerosis	[]
0000447	congenital polycystic liver disease	[]
0000448	paraganglioma	[]
0012401	congenital stromal corneal dystrophy	[H18.5]
0013731	MEGF10-Related Myopathy	[G71.2]
0013734	microphthalmia, syndromic 11	[]
0013730	graft versus host disease	[T86.0]
0012409	isolated microphthalmia 2	[Q11.0]
0013739	chilblain lupus 2	[]
0012408	microphthalmia, isolated, with coloboma 3	[]
0013736	myopathy, centronuclear, 3	[]
0012405	polyposis syndrome, hereditary mixed, 2	[]
0012407	pyridoxal phosphate-responsive seizures	[G40.8]
0013737	hereditary spastic paraplegia 46	[G11.4]
0000437	cerebellar ataxia	[]
0013743	autosomal systemic lupus erythematosus type 16	[M32.8]
0012412	complement component 7 deficiency	[D84.1]
0012411	giant axonal neuropathy 2	[G60.0]
0012413	syndromic microphthalmia type 5	[Q11.2]
0013741	familial temporal lobe epilepsy 5	[]
0013740	lethal occipital encephalocele-skeletal dysplasia syndrome	[Q87.5]
0011095	dilated cardiomyopathy 1D	[I42.0]
0011096	autosomal agammaglobulinemia	[D80.0]
0011091	Charcot-Marie-Tooth disease type 2D	[G60.0]
0011093	mucopolysaccharidosis type 9	[E76.2]
0011099	human HOXA1 syndromes	[]
0024389	anaerobic bacteria infectious disease	[]
0011075	retinitis pigmentosa 18	[H35.5]
0011071	hereditary thrombocytopenia and hematologic cancer predisposition syndrome	[D69.4]
0011076	myofibrillar myopathy 1	[G71.8]
0011085	Charcot-Marie-Tooth disease type 4D	[G60.0]
0011086	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	[D81.1]
0011080	progressive deafness with stapes fixation	[H74.3]
0000393	partial fetal alcohol syndrome	[]
0000390	vitelliform macular dystrophy	[H35.5]
0000395	alcohol-related birth defect	[]
0000396	spastic cerebral palsy	[]
0012382	hyperinsulinemic hypoglycemia, familial, 4	[]
0012381	hyperinsulinism due to INSR deficiency	[E16.1]
0011053	intellectual disability-sparse hair-brachydactyly syndrome	[]
0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	[D84.8]
0011058	autosomal dominant nonsyndromic deafness 9	[H90.3]
0011057	cerebrovascular disorder	[I67.9,I60-I69,I63.9,I60.I69]
0000387	hypochromic microcytic anemia (disease)	[]
0024376	sleep disorder, initiating and maintaining sleep	[]
0000384	bladder benign neoplasm	[]
0024377	circadian rhythm sleep disorder, delayed sleep phase type	[G47.21]
0012393	congenital brain dysgenesis due to glutamine synthetase deficiency	[E72.8]
0012392	2-methylbutyryl-CoA dehydrogenase deficiency	[E71.1]
0012394	multiple synostoses syndrome 2	[]
0012391	neuronal ceroid lipofuscinosis 8 northern epilepsy variant	[E75.4]
0011066	Charcot-Marie-Tooth disease type 4B1	[G60.0]
0012396	exercise-induced hyperinsulinism	[E16.1]
0011067	autosomal recessive nonsyndromic deafness 12	[H90.3]
0011068	type 1 diabetes mellitus 12	[E10]
0012398	retinal cone dystrophy 3A	[]
0024343	pityriasis simplex	[]
0013690	Pitt-Hopkins-like syndrome 2	[]
0012362	dilated cardiomyopathy 1P	[I42.0]
0013693	inflammatory skin and bowel disease, neonatal, 1	[]
0011031	autosomal dominant nonsyndromic deafness 10	[H90.3]
0013692	BAP1-related tumor predisposition syndrome	[]
0012368	neurological conditions associated with aminoacylase 1 deficiency	[E72.8]
0013699	colorectal cancer, hereditary nonpolyposis, type 4	[]
0012367	retinitis pigmentosa 31	[H35.5]
0013698	arthrogryposis, distal, type 1B	[]
0013695	colorectal cancer, hereditary nonpolyposis, type 6	[]
0011032	autosomal dominant nonsyndromic deafness 11	[H90.3]
0011035	neurofibromatosis-Noonan syndrome	[Q87.1]
0013696	chromosome 2P16.3 deletion syndrome	[]
0024355	respiratory tract infectious disease	[]
0012371	Noonan syndrome 3	[]
0014918	tall stature-intellectual disability-renal anomalies syndrome	[]
0014919	sessile serrated polyposis cancer syndrome	[]
0014916	epileptic encephalopathy, early infantile, 41	[]
0014917	epileptic encephalopathy, early infantile, 42	[]
0014914	Dias-Logan syndrome	[]
0014915	short-rib thoracic dysplasia 16 with or without polydactyly	[]
0014912	infantile-onset periodic fever-panniculitis-dermatosis syndrome	[]
0001601	Plasmodium ovale malaria	[B53.0]
0002928	carcinosarcoma	[]
0002927	spindle cell sarcoma	[]
0002926	clear cell sarcoma	[]
0014921	epileptic encephalopathy, early infantile, 43	[]
0014922	myofibrillar myopathy 7	[]
0014920	patterned macular dystrophy 3	[H35.5]
0014929	retinitis pigmentosa 76	[]
0014927	Joubert syndrome 27	[]
0014925	epilepsy, familial focal, with variable foci 3	[]
0014926	Bardet-Biedl syndrome 20	[]
0014924	epilepsy, familial focal, with variable foci 2	[]
0002921	congenital structural myopathy	[]
0002918	clear cell meningioma	[]
0002917	disease of pilosebaceous unit	[]
0014932	orofaciodigital syndrome XV	[]
0013600	insomnia (disease)	[G47.0]
0014933	epileptic encephalopathy, early infantile, 44	[]
0014930	intellectual disability, autosomal recessive 56	[]
0013602	paragangliomas 5	[]
0014931	Alazami-Yuan syndrome	[]
0002954	superficial multifocal basal cell carcinoma	[]
0014900	autosomal recessive limb-girdle muscular dystrophy type 2Y	[G71.0]
0014907	short-rib thoracic dysplasia 15 with polydactyly	[]
0014908	microcephaly 17, primary, autosomal recessive	[]
0014905	Leigh-like basal ganglia disease-optic atrophy-peripheral neuropathy syndrome	[]
0014906	Charcot-Marie-Tooth disease, axonal, autosomal recessive, type 2a2b;	[]
0014903	seizures, benign familial infantile, 5	[]
0014904	congenital disorder of glycosylation, type IAA	[]
0014901	tooth agenesis, selective, 8	[]
0001612	carotid stenosis	[]
0014909	primary ciliary dyskinesia 34	[]
0002939	skin pigmented basal cell carcinoma	[]
0001609	agranulocytosis	[D70]
0002933	osteosclerosis	[Q78.2]
0014910	primary ciliary dyskinesia 35	[]
0014911	growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy	[]
0002907	intracranial thrombosis	[]
0002909	hyperglycemia	[R73.9]
0000355	Ullrich congenital muscular dystrophy	[G71.2]
0001684	exocrine pancreatic insufficiency	[K86.81]
0000351	disorder of methionine catabolism	[]
0013670	myopia, high, with cataract and vitreoretinal degeneration	[]
0011014	pleuropulmonary blastoma	[C34.9,C34.3,C34.2,C34.1]
0013677	Emery-Dreifuss muscular dystrophy 7, autosomal dominant	[]
0012345	acral peeling skin syndrome	[Q80.8]
0013676	hypermethioninemia due to adenosine kinase deficiency	[E72.1]
0013679	sclerosteosis 2	[M85.2]
0011017	Naxos disease	[Q87.8]
0013673	Wolfram-like syndrome	[E13.8]
0011010	Matthew-wood syndrome	[Q11.2]
0013675	multiple mitochondrial dysfunctions syndrome 2	[E88.8]
0013674	neurodegeneration with brain iron accumulation 4	[G23.0]
0012349	spondylocostal dysostosis 3, autosomal recessive	[]
0001676	erythropoietic protoporphyria	[E80.0]
0024332	perennial allergic rhinitis	[]
0013680	cognitive impairment with or without cerebellar ataxia	[]
0013681	alpha-methylacyl-CoA racemase deficiency	[]
0011025	Cayman type cerebellar ataxia	[G11.0]
0013688	linear and whorled nevoid hypermelanosis	[L81.4]
0012357	glaucoma 1, open angle, G	[]
0013687	autosomal recessive spinocerebellar ataxia 12	[G11.1]
0012356	glomerulocystic kidney disease with hyperuricemia and isosthenuria	[]
0012359	combined immunodeficiency due to partial RAG1 deficiency	[D81.8]
0011027	diabetes mellitus, noninsulin-dependent, 1	[]
0013689	ovarian dysgenesis 3	[]
0012353	erythrocytosis, familial, 3	[]
0011022	Potocki-Shaffer syndrome	[Q93.5]
0013686	distal myopathy, Tateyama type	[]
0012355	autosomal recessive nonsyndromic deafness 28	[H90.3]
0012354	platelet-type bleeding disorder 8	[D69.8]
0012317	visceral neuropathy, familial, autosomal dominant	[]
0013648	familial progressive hyperpigmentation	[L81.4]
0012316	Majeed syndrome	[]
0013647	primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	[]
0014978	preimplantation embryonic lethality 2	[]
0014979	myoclonus, intractable, neonatal	[]
0014980	cone-rod dystrophy and hearing loss	[]
0014987	Fanconi anemia complementation group U	[]
0013655	intellectual disability, autosomal dominant 8	[]
0012323	lethal acantholytic epidermolysis bullosa	[Q81.0]
0014988	3-methylglutaconic aciduria, type VIII	[]
0014985	Fanconi anemia complementation group v	[]
0012326	autosomal recessive nonsyndromic deafness 42	[H90.3]
0013657	intellectual disability, autosomal dominant 10	[]
0013656	intellectual disability, autosomal dominant 9	[]
0014986	Fanconi anemia complementation group r	[]
0012320	migraine, familial hemiplegic, 3	[]
0013651	intellectual disability, autosomal recessive 18	[]
0014983	congenital myasthenic syndrome 21	[]
0014984	lung disease, immunodeficiency, and chromosome breakage syndrome;	[]
0012322	holoprosencephaly 5	[]
0013653	Parkinson disease 18, autosomal dominant, susceptibility to	[]
0014981	immunodeficiency 49	[]
0014982	myopia 25, autosomal dominant	[]
0013652	narcolepsy 7	[]
0013659	microcephaly-capillary malformation syndrome	[Q87.8]
0013658	intellectual disability, autosomal dominant 11	[]
0024313	staphylococcal infection	[]
0001699	tinea manuum	[B35.2]
0013660	arthrogryposis, Perthes disease, and upward gaze palsy	[]
0011003	dilated cardiomyopathy 1E	[I42.0]
0012335	obesity due to pro-opiomelanocortin deficiency	[E66.8]
0013666	Stickler syndrome, type 5	[]
0014998	glaucoma 3, primary congenital, E	[]
0014996	intellectual disability, autosomal recessive 58	[]
0012336	cataract 22 multiple types	[Q12.0]
0014997	nephronophthisis 20	[]
0014994	global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies	[]
0014995	neurodevelopmental disorder with hypotonia, seizures, and absent language	[]
0013661	combined malonic and methylmalonic acidemia	[E71.1]
0012333	autosomal recessive nonsyndromic deafness 53	[H90.3]
0013664	46,XY disorder of sex development due to testicular 17,20-desmolase deficiency	[E29.1]
0014992	lissencephaly 8	[]
0014993	myofibrillar myopathy 8	[]
0012332	short stature-delayed bone age due to thyroid hormone metabolism deficiency	[E03.1]
0013663	platelet-activating factor acetylhydrolase deficiency (disease)	[]
0014958	Harel-Yoon syndrome	[]
0014959	mitochondrial DNA depletion syndrome 12a (cardiomyopathic type), autosomal dominant	[]
0013625	Parkinson disease 17	[]
0013628	hyperphosphatasia with intellectual disability syndrome 3	[]
0014956	Chitayat syndrome	[]
0014957	language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia	[]
0000313	hypophosphatemia (disease)	[]
0002974	cervical cancer	[C53.9,C53]
0002971	amelanotic melanoma	[]
0014965	lethal congenital contracture syndrome 11	[]
0012301	mitochondrial DNA depletion syndrome, myopathic form	[G71.3]
0014966	periventricular nodular heterotopia 7	[]
0013634	neuropathy, hereditary sensory, type 2C	[]
0014964	encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum	[]
0014961	spermatogenic failure 16	[]
0014962	intellectual disability, autosomal recessive 57	[]
0014960	encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	[]
0012309	parietal foramina 2	[]
0014969	isolated sedoheptulokinase deficiency	[]
0014967	heterotaxy, visceral, 8, autosomal	[]
0014968	encephalopathy, progressive, with amyotrophy and optic atrophy	[]
0013638	Warburg micro syndrome 3	[Q87.0]
0012307	familial scaphocephaly syndrome, McGillivray type	[Q87.0]
0001627	dementia (disease)	[]
0012313	short QT syndrome type 2	[]
0013644	Charcot-Marie-Tooth disease axonal type 2O	[G60.0]
0014976	lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome	[]
0012312	short QT syndrome type 1	[]
0014977	autosomal recessive limb-girdle muscular dystrophy type 2Z	[]
0014974	sudden cardiac failure, alcohol-induced	[]
0014975	autosomal recessive spastic paraplegia type 78	[]
0013645	autosomal recessive spinocerebellar ataxia 11	[G11.1]
0012314	short QT syndrome type 3	[]
0013640	familial retinal arterial macroaneurysm	[]
0014973	sudden cardiac failure, infantile	[]
0013642	holoprosencephaly 11	[]
0014970	spermatogenic failure 17	[]
0014971	amelogenesis imperfecta, hypomaturation type, IIa6	[]
0013607	monocytopenia with susceptibility to infections	[D72.8]
0013609	Meckel syndrome, type 10	[]
0014939	congenital myasthenic syndrome 20	[]
0014936	ZTTK syndrome	[]
0013604	myopia 21, autosomal dominant	[]
0013606	Hermansky-Pudlak syndrome 9	[E70.3]
0014934	spinocerebellar ataxia, autosomal recessive 24	[]
0013605	brittle cornea syndrome 2	[]
0014935	frontometaphyseal dysplasia 2	[]
0000328	hyperphosphatemia (disease)	[]
0001657	brain cancer	[C71,C71.9]
0002989	benign fibrous histiocytoma	[]
0000327	Buruli ulcer disease	[A31.1]
0014943	mitochondrial DNA depletion syndrome 15 (hepatocerebral type);	[]
0013611	retinitis pigmentosa 62	[H35.5]
0013610	retinitis pigmentosa 61	[H35.5]
0014944	short stature-brachydactyly-obesity-global developmental delay syndrome	[]
0014941	arthrogryposis, distal, with impaired proprioception and touch	[]
0013613	Leber congenital amaurosis 16	[H35.5]
0014942	epileptic encephalopathy, early infantile, 45	[]
0013612	Geleophysic dysplasia 2	[]
0014940	neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	[]
0013619	nephrotic syndrome, type 6	[]
0013618	craniofacial anomalies and anterior segment dysgenesis syndrome	[]
0014949	epileptic encephalopathy, early infantile, 47	[]
0013615	craniosynostosis and dental anomalies	[Q87.0]
0014947	epileptic encephalopathy, early infantile, 46	[]
0013617	overgrowth-macrocephaly-facial dysmorphism syndrome	[Q87.3]
0013616	pigmented nodular adrenocortical disease, primary, 3	[]
0014946	Sifrim-Hitz-Weiss syndrome	[]
0001655	dissociated nystagmus	[H55.04]
0001656	megaesophagus	[]
0001650	acute cystitis (disease)	[N30.0]
0001648	esophageal candidiasis	[B37.81]
0002977	autoimmune disease of the nervous system	[]
0013621	LAMB2-related infantile-onset nephrotic syndrome	[N04.8]
0014955	retinal dystrophy with or without extraocular anomalies	[]
0014952	intellectual disability-epilepsy-extrapyramidal syndrome	[]
0013624	intellectual disability, autosomal recessive 15	[]
0013623	platelet-type bleeding disorder 11	[D69.8]
0014953	gnb5-related intellectual disability-cardiac arrhythmia syndrome	[]
0014950	aortic aneurysm, familial thoracic 10	[]
0024288	hyperbilirubinemia	[]
0024298	vitamin deficiency disorder	[]
0025598	pneumonia caused by chlamydia	[J16.0]
0012281	sarcoidosis, early-onset	[]
0012280	Goldberg-Shprintzen megacolon syndrome	[Q87.8]
0012287	Stickler syndrome, type I, nonsyndromic ocular	[]
0012294	obsolete drug metabolism, poor, Cyp2C19-related	[]
0012293	autosomal recessive nonsyndromic deafness 23	[H90.3]
0012295	complement component 5 deficiency	[]
0012290	CEDNIK syndrome	[Q82.8]
0012291	immunoglobulin A deficiency 2	[]
0012297	SPOAN syndrome	[G11.4]
0012299	nanophthalmos 2	[]
0013591	epiphyseal dysplasia, multiple, 6	[]
0013594	spinocerebellar ataxia type 36	[G11.8]
0013593	autosomal dominant nonsyndromic deafness 64	[H90.3]
0013599	autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome	[K63.9]
0013595	hyperbiliverdinemia	[K76.8]
0013598	myostatin-related muscle hypertrophy	[]
0013597	platelet-type bleeding disorder 14	[]
0012266	preeclampsia/eclampsia 4	[]
0001590	quadriplegia	[G82.50,G82.5]
0000265	aspiration pneumonia (disease)	[J69.0]
0001595	choreatic disease	[G25.5]
0012271	mesoaxial synostotic syndactyly with phalangeal reduction	[Q70.2,Q70.0]
0012273	autosomal recessive nonsyndromic deafness 48	[H90.3]
0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	[G40.3]
0012277	myofibrillar myopathy 4	[G71.8]
0012239	nemaline myopathy 1	[]
0013570	combined oxidative phosphorylation defect type 8	[I42.2]
0012241	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3	[]
0013572	Keppen-Lubinsky syndrome	[E88.1]
0012240	nemaline myopathy 4	[]
0013571	acatalasia	[E80.3]
0013578	DYRK1A-related intellectual disability syndrome	[]
0012247	spinocerebellar ataxia type 27	[G11.8]
0012246	spinocerebellar ataxia type 26	[G11.2]
0013579	methylmalonate semialdehyde dehydrogenase deficiency	[E71.1]
0012250	Charcot-Marie-Tooth disease type 4H	[G60.0]
0013581	intellectual disability, autosomal dominant 2	[]
0013580	pyruvate dehydrogenase E1-beta deficiency	[E74.4]
0013583	occipital pachygyria and polymicrogyria	[Q04.3]
0012251	MEDNIK syndrome	[]
0012258	epidermolysis bullosa simplex with circinate migratory erythema	[Q81.0]
0013589	focal segmental glomerulosclerosis 6	[N04.1]
0013588	Perrault syndrome 3	[]
0013584	hereditary sensory neuropathy-deafness-dementia syndrome	[G60.8]
0013587	glycogen storage disease due to lactate dehydrogenase H-subunit deficiency	[E74.0]
0012256	hereditary spastic paraplegia 28	[G11.4]
0014800	progressive scapulohumeroperoneal distal myopathy	[G71.0]
0014801	even-plus syndrome	[]
